ResponseId,Risk,Intent,Outcome,RandOrder,age,gender,race/eth,DamPre_1,DamPost_1,DRiskCheck,DIntentCheck,DOutcomeCheck,FirePre_1,FirePost_1,FRiskCheck,FIntentCheck,FOutcomeCheck,DamGNG,FireGNG,OverallGNG,DamOutcomeMatch,FireOutcomeMatch
R_ZxWwlTZHt4j7Z17,High,Prevent,Good,FL_23|FL_17,27,Female,Hispanic,57,51,1,0,Prevented,39,49,1,1,Prevented,0,1,0,1,1
R_WrGBLfHyUTM0O6l,High,Prevent,Good,FL_17|FL_23,26,Female,"White, not of Hispanic origin",87,77,1,1,Prevented,94,75,1,0,Prevented,1,0,0,1,1
R_1LpL4te2cKB0UTu,High,Prevent,Good,FL_17|FL_23,26,Male,"White, not of Hispanic origin",50,50,1,1,Prevented,65,50,1,1,Prevented,1,1,1,1,1
R_3KqKpYogMM2S49O,High,Prevent,Good,FL_23|FL_17,31,Nonbinary,"American Indian/ Alaska Native,White, not of Hispanic origin",70,71,1,1,Prevented,40,57,1,1,Prevented,1,1,1,1,1
R_2a5ZxPLUg9LNRXb,High,Prevent,Good,FL_17|FL_23,27,Female,"White, not of Hispanic origin",60,53,1,1,Prevented,82,72,1,1,Prevented,1,1,1,1,1
R_2ZU44Lw7npiaTeQ,High,Prevent,Good,FL_17|FL_23,28,Female,"White, not of Hispanic origin",50,51,1,1,Prevented,18,24,1,1,Prevented,1,1,1,1,1
R_1Nq5ewrrD9cRsud,High,Prevent,Good,FL_23|FL_17,0,0,0,50,50,1,1,Prevented,81,71,1,1,Prevented,1,1,1,1,1
R_2ypBx9ky7yUo4qY,High,Prevent,Good,FL_23|FL_17,72,Female,"White, not of Hispanic origin",54,53,1,1,Prevented,71,65,1,1,Prevented,1,1,1,1,1
R_3szZeBPDYy25vrm,High,Prevent,Good,FL_17|FL_23,20,Male,"White, not of Hispanic origin",64,51,1,1,Mitigated,75,63,1,1,Prevented,1,1,1,0,1
R_3Htu9Pr4yfwP8Rs,High,Prevent,Good,FL_23|FL_17,21,Male,"White, not of Hispanic origin",50,48,1,1,Prevented,62,61,1,1,Prevented,1,1,1,1,1
R_01Fjdhce46mq5mV,High,Prevent,Good,FL_23|FL_17,29,Male,Hispanic,51,50,1,1,Prevented,19,40,1,1,Prevented,1,1,1,1,1
R_1Kf2n7gomb2efLM,High,Prevent,Good,FL_23|FL_17,40,Female,"White, not of Hispanic origin",50,50,1,1,Prevented,86,82,1,1,Prevented,1,1,1,1,1
R_OuLBU1nm40lMT7j,Low,Prevent,Bad,FL_23|FL_17,52,Male,Black/ African American,100,52,0,0,Worst,99,81,0,1,Mitigated,0,0,0,1,0
R_1i7YL4GBFz6Q67f,Low,Prevent,Bad,FL_23|FL_17,20,Female,"White, not of Hispanic origin",90,60,1,1,Worst,81,51,1,1,Worst,1,1,1,1,1
R_2Y3svHowRuUohlS,Low,Prevent,Bad,FL_17|FL_23,23,Male,"White, not of Hispanic origin",39,0,1,1,Worst,40,29,1,1,Worst,1,1,1,1,1
R_2uE75D6Krxf1ipr,Low,Prevent,Bad,FL_17|FL_23,22,Nonbinary,"White, not of Hispanic origin",50,27,0,1,Worst,71,47,0,1,Worst,0,0,0,1,1
R_ODckB8FdsIY3w5j,Low,Prevent,Bad,FL_17|FL_23,32,Male,Hispanic,59,51,1,1,Worst,71,59,1,1,Worst,1,1,1,1,1
R_1pAqrHwcurC59bd,Low,Prevent,Bad,FL_17|FL_23,39,Female,"White, not of Hispanic origin",91,90,1,1,Worst,52,53,0,1,Worst,1,0,0,1,1
R_2sCnX3dIuqXVDrz,Low,Prevent,Bad,FL_23|FL_17,35,Male,"White, not of Hispanic origin",60,50,1,1,Worst,81,100,1,1,Worst,1,1,1,1,1
R_1jwFN3Ds7hq4qh9,Low,Prevent,Bad,FL_23|FL_17,52,Male,"White, not of Hispanic origin",82,51,1,1,Worst,40,20,1,1,Worst,1,1,1,1,1
R_riDpspn2WSTvbW1,Low,Prevent,Bad,FL_17|FL_23,22,Female,Asian/ Pacific Islander,49,7,1,1,Worst,73,33,1,1,Mitigated,1,1,1,1,0
R_3QTUDt9c8Nlc9TH,Low,Prevent,Bad,FL_23|FL_17,39,Female,"Black/ African American,White, not of Hispanic origin",9,3,1,1,Worst,4,5,1,1,Mitigated,1,1,1,1,0
R_tQaF3qBgH0Mtt8R,Low,Prevent,Bad,FL_23|FL_17,28,Male,"American Indian/ Alaska Native,White, not of Hispanic origin",50,19,1,1,Worst,82,72,1,1,Worst,1,1,1,1,1
R_1Hcoo4bpWYf7rk9,Low,Prevent,Bad,FL_17|FL_23,21,Female,"White, not of Hispanic origin",45,69,0,1,Mitigated,46,45,0,1,Mitigated,0,0,0,0,0
R_3lVNV9V0pSJtzAZ,Low,Prevent,Bad,FL_17|FL_23,23,Self-identified/other,"White, not of Hispanic origin",81,61,1,1,Mitigated,55,55,0,1,Worst,1,0,0,0,1
R_O2SZnjUmcmoeiEF,Low,Prevent,Bad,FL_17|FL_23,21,Male,Asian/ Pacific Islander,70,20,1,1,Worst,51,31,0,1,Mitigated,1,0,0,1,0
R_1M5uZ5TmHw7Uaxg,Low,Prevent,Bad,FL_17|FL_23,38,Female,Other (please specify),79,18,1,1,Worst,97,23,1,1,Worst,1,1,1,1,1
R_2D1c2h06txhZyqD,Low,Prevent,Bad,FL_23|FL_17,38,Male,"White, not of Hispanic origin",61,9,1,1,Worst,9,9,0,1,Mitigated,1,0,0,1,0
R_uh5zs5VyeCMMHap,Low,Prevent,Bad,FL_17|FL_23,20,Female,"White, not of Hispanic origin",55,62,1,1,Worst,51,34,1,1,Worst,1,1,1,1,1
R_2tmKl1QU6e1AUhX,Low,Prevent,Bad,FL_23|FL_17,23,Female,"White, not of Hispanic origin",76,60,1,1,Worst,73,72,1,1,Worst,1,1,1,1,1
R_2X1B2Cnsez5IC4M,Low,Prevent,Bad,FL_23|FL_17,20,Female,"White, not of Hispanic origin",84,50,0,0,Mitigated,71,61,0,0,Mitigated,0,0,0,0,0
R_3F4JirG4YIgehqn,Low,Prevent,Bad,FL_23|FL_17,30,Female,"White, not of Hispanic origin",61,50,1,1,Worst,81,40,1,1,Worst,1,1,1,1,1
R_1dtpwGkYJvZaerS,Low,Prevent,Bad,FL_17|FL_23,20,Male,"White, not of Hispanic origin",65,13,1,1,Worst,84,83,1,1,Worst,1,1,1,1,1
R_1QzKI56IgFcLLss,Low,Prevent,Bad,FL_23|FL_17,29,Female,"White, not of Hispanic origin",88,13,1,1,Mitigated,93,25,1,0,Worst,1,0,0,0,1
R_Z2nlXEbH5Lzw9lD,Low,Prevent,Bad,FL_17|FL_23,32,Male,Hispanic,62,0,0,0,Worst,82,8,0,0,Mitigated,0,0,0,1,0
R_27fizmOZsowBtZk,Low,Prevent,Bad,FL_23|FL_17,31,Female,"White, not of Hispanic origin",49,19,1,1,Worst,81,48,0,1,Worst,1,0,0,1,1
R_3EfZbSq5k0Sdwr3,Low,Prevent,Bad,FL_23|FL_17,20,Male,Hispanic,93,100,1,1,Worst,82,22,1,1,Worst,1,1,1,1,1
R_3dQ8oO5MgMpV0V0,Low,Prevent,Bad,FL_23|FL_17,24,Female,0,91,18,1,1,Worst,72,51,1,1,Worst,1,1,1,1,1
R_yyI9LXUjS26zLI5,Low,Prevent,Bad,FL_17|FL_23,58,Female,Asian/ Pacific Islander,67,51,1,1,Worst,81,50,1,1,Worst,1,1,1,1,1
R_6fWcs5Kk6PlpBpD,Low,Prevent,Bad,FL_23|FL_17,37,Male,"White, not of Hispanic origin",51,34,1,1,Worst,66,19,1,1,Worst,1,1,1,1,1
R_1LB8xn6fpi2fAZw,Low,Prevent,Bad,FL_17|FL_23,18,Male,Asian/ Pacific Islander,71,39,1,1,Worst,87,69,0,1,Worst,1,0,0,1,1
R_2CD1hkiK58xuwpQ,Low,Prevent,Bad,FL_17|FL_23,21,Female,Asian/ Pacific Islander,36,53,1,1,Worst,61,53,1,1,Worst,1,1,1,1,1
R_2qqu2ka4mv0sPPb,Low,Prevent,Bad,FL_17|FL_23,56,Female,"White, not of Hispanic origin",85,100,1,1,Worst,100,22,1,1,Mitigated,1,1,1,1,0
R_2CD2mK3ktDVt512,Low,Prevent,Bad,FL_23|FL_17,58,Female,"White, not of Hispanic origin",54,17,1,1,Worst,90,71,1,1,Worst,1,1,1,1,1
R_OvAYit3i5qLDiLf,Low,Prevent,Bad,FL_23|FL_17,36,Female,"White, not of Hispanic origin",72,91,1,1,Worst,89,89,1,1,Worst,1,1,1,1,1
R_3QENQuvQiulexs5,Low,Prevent,Bad,FL_23|FL_17,21,Female,Asian/ Pacific Islander,100,100,1,1,Worst,19,85,0,1,Worst,1,0,0,1,1
R_ub1CCpIVAUuk2f7,Low,Prevent,Bad,FL_17|FL_23,23,Male,Asian/ Pacific Islander,65,19,1,1,Worst,41,25,1,1,Worst,1,1,1,1,1
R_0HXEk7F8uNx12ZX,Low,Prevent,Bad,FL_23|FL_17,48,Female,"White, not of Hispanic origin",97,53,1,0,Worst,99,71,1,1,Worst,0,1,0,1,1
R_25tJzLr29Lfp6cm,Low,Prevent,Bad,FL_23|FL_17,26,Female,Hispanic,61,51,0,1,Worst,81,7,0,1,Worst,0,0,0,1,1
R_3npkJvztSuptLup,Low,Prevent,Bad,FL_17|FL_23,20,Male,Asian/ Pacific Islander,27,49,1,1,Worst,69,50,1,1,Mitigated,1,1,1,1,0
R_A10UsP5P7u3oEbT,Low,Prevent,Bad,FL_23|FL_17,20,Female,"White, not of Hispanic origin",41,72,1,1,Worst,91,72,1,1,Mitigated,1,1,1,1,0
R_28J5jLSg2bmHj7K,Low,Prevent,Bad,FL_17|FL_23,21,Male,"American Indian/ Alaska Native,Hispanic",70,26,1,1,Mitigated,50,74,1,1,Worst,1,1,1,0,1
R_T613kzaN0xw2kZb,Low,Prevent,Good,FL_23|FL_17,25,Female,"White, not of Hispanic origin",100,62,1,0,Prevented,94,100,0,1,Prevented,0,0,0,1,1
R_2ccuHHAOXcNmQND,Low,Prevent,Good,FL_17|FL_23,23,Male,Hispanic,40,51,1,1,Prevented,60,70,0,1,Prevented,1,0,0,1,1
R_33dTDmnbSc17xcZ,Low,Prevent,Good,FL_17|FL_23,30,Male,"White, not of Hispanic origin",81,37,1,1,Prevented,70,65,0,1,Prevented,1,0,0,1,1
R_3fxvJmNuN9Qhbqt,Low,Prevent,Good,FL_23|FL_17,31,Female,"White, not of Hispanic origin",59,55,1,1,Prevented,70,45,1,1,Prevented,1,1,1,1,1
R_12h8QymYFay3ysJ,Low,Prevent,Good,FL_23|FL_17,35,Female,"White, not of Hispanic origin",71,61,1,1,Prevented,70,60,1,1,Prevented,1,1,1,1,1
R_3ktVHnEBsfj95s9,Low,Prevent,Good,FL_17|FL_23,23,Nonbinary,Hispanic,100,76,1,1,Prevented,71,60,0,1,Prevented,1,0,0,1,1
R_e8TMLeoqOpmJb7X,Low,Prevent,Good,FL_17|FL_23,23,Male,"White, not of Hispanic origin",60,65,1,1,Prevented,50,50,1,1,Prevented,1,1,1,1,1
R_1rrxmQJAIyo8Deq,Low,Prevent,Good,FL_23|FL_17,0,0,0,80,51,1,1,Prevented,82,83,1,1,Prevented,1,1,1,1,1
R_3Jk0FpF8IGmBxXz,Low,Prevent,Good,FL_23|FL_17,26,Female,"White, not of Hispanic origin",81,51,1,1,Prevented,71,38,1,1,Prevented,1,1,1,1,1
R_3dYP9HxeFZlQUki,Low,Prevent,Good,FL_23|FL_17,45,Female,"White, not of Hispanic origin",90,90,0,0,Mitigated,86,93,0,1,Prevented,0,0,0,0,1
R_1eyql5yxfip4Kde,Low,Prevent,Good,FL_17|FL_23,56,Female,"White, not of Hispanic origin",89,81,1,1,Prevented,61,55,1,1,Prevented,1,1,1,1,1
R_3nVGfi6hZZDUMQI,Low,Prevent,Good,FL_23|FL_17,25,Female,"White, not of Hispanic origin",63,50,1,1,Prevented,80,70,1,1,Prevented,1,1,1,1,1
R_1CKlKTBVZiLtvMA,Low,Prevent,Good,FL_17|FL_23,23,Female,Black/ African American,69,64,1,1,Prevented,77,64,1,1,Prevented,1,1,1,1,1
R_2t6gcygbT4KCL1Y,Low,Prevent,Good,FL_23|FL_17,25,Male,Asian/ Pacific Islander,72,58,1,1,Prevented,34,52,1,1,Prevented,1,1,1,1,1
R_3MEHutIqSUM5keT,Low,Prevent,Good,FL_23|FL_17,64,Male,"White, not of Hispanic origin",100,100,1,1,Prevented,100,100,1,1,Prevented,1,1,1,1,1
R_2ZDYCVZwK3f8Izw,Low,Prevent,Good,FL_17|FL_23,51,Male,"White, not of Hispanic origin",89,58,1,1,Prevented,62,50,1,1,Prevented,1,1,1,1,1
R_2wvngtyhwOVGAtJ,Low,Prevent,Good,FL_23|FL_17,25,Male,"White, not of Hispanic origin",86,62,1,1,Prevented,65,63,1,1,Prevented,1,1,1,1,1
R_24cUBC9MbzTnqqc,Low,Prevent,Good,FL_17|FL_23,25,Female,"White, not of Hispanic origin",90,70,1,1,Prevented,66,54,1,1,Prevented,1,1,1,1,1
R_OJzX619uZnZ6chz,Low,Prevent,Good,FL_17|FL_23,19,Female,"White, not of Hispanic origin",80,57,1,1,Prevented,74,48,1,1,Prevented,1,1,1,1,1
R_3fUFNZwTnq1Sd2P,Low,Prevent,Good,FL_17|FL_23,34,Female,"White, not of Hispanic origin",55,54,1,1,Prevented,49,47,0,0,Prevented,1,0,0,1,1
R_1doebqYS6WWoyZ7,Low,Prevent,Good,FL_17|FL_23,30,Male,"Black/ African American,White, not of Hispanic origin",72,72,1,0,Mitigated,62,85,1,1,Mitigated,0,1,0,0,0
R_uwtW4Hy82euVYvD,Low,Prevent,Good,FL_17|FL_23,37,Male,"White, not of Hispanic origin",81,50,1,0,Prevented,61,43,1,1,Prevented,0,1,0,1,1
R_2TRe70yMPhRvcJB,Low,Prevent,Good,FL_23|FL_17,36,Female,"White, not of Hispanic origin",82,52,1,1,Prevented,81,62,1,1,Prevented,1,1,1,1,1
R_YYtD1XDaAZn3Zbr,Low,Prevent,Good,FL_17|FL_23,25,Female,"White, not of Hispanic origin",92,50,1,1,Prevented,51,50,0,1,Prevented,1,0,0,1,1
R_2zZK1e6FugSTKz6,Low,Prevent,Good,FL_17|FL_23,20,Female,"White, not of Hispanic origin",100,84,1,1,Prevented,72,62,1,1,Prevented,1,1,1,1,1
R_1ieTGuojELTtfW5,Low,Prevent,Good,FL_17|FL_23,40,Female,"White, not of Hispanic origin",81,51,1,1,Prevented,73,49,1,1,Prevented,1,1,1,1,1
R_2R4IAvhWDC4wxLt,Low,Prevent,Good,FL_23|FL_17,26,Male,"White, not of Hispanic origin",70,70,1,1,Prevented,70,61,1,1,Prevented,1,1,1,1,1
R_5hcqIPYMhb5dspH,Low,Prevent,Good,FL_23|FL_17,26,Female,Asian/ Pacific Islander,100,71,1,1,Prevented,62,81,1,1,Prevented,1,1,1,1,1
R_31mWEh0mPegMCx4,Low,Prevent,Good,FL_17|FL_23,29,Male,"White, not of Hispanic origin",66,51,1,1,Prevented,83,60,1,1,Prevented,1,1,1,1,1
R_3O37ZF2xent6ip4,Low,Prevent,Good,FL_23|FL_17,32,Male,"White, not of Hispanic origin",51,48,1,1,Prevented,25,28,1,1,Prevented,1,1,1,1,1
R_3dPNs6Rz7LFtYUD,Low,Prevent,Good,FL_23|FL_17,22,Female,"White, not of Hispanic origin",68,51,1,1,Prevented,92,72,1,1,Prevented,1,1,1,1,1
R_3oQQ85zvltJH6UA,Low,Prevent,Good,FL_17|FL_23,26,Male,"White, not of Hispanic origin",89,91,1,1,Prevented,80,88,1,1,Prevented,1,1,1,1,1
R_1GHVVNTMzwYM4qh,Low,Prevent,Good,FL_17|FL_23,19,Male,Black/ African American,59,51,0,1,Prevented,16,28,0,1,Prevented,0,0,0,1,1
R_3EVTkfBKy5OUXie,Low,Prevent,Good,FL_17|FL_23,43,Male,"White, not of Hispanic origin",100,100,0,1,Mitigated,100,100,1,1,Prevented,0,1,0,0,1
R_2Y5tg0gbPRw6aIA,Low,Prevent,Good,FL_23|FL_17,21,Male,Asian/ Pacific Islander,70,53,1,1,Prevented,100,60,1,1,Prevented,1,1,1,1,1
R_3dJIfWGNXrY7cm5,Low,Prevent,Good,FL_23|FL_17,49,Female,"White, not of Hispanic origin",100,52,1,1,Prevented,100,86,1,1,Prevented,1,1,1,1,1
R_3RxUZQa9t172yRM,Low,Prevent,Good,FL_17|FL_23,21,Female,Hispanic,100,51,1,1,Mitigated,18,60,0,1,Prevented,1,0,0,0,1
R_3PZ7OgGBWsJMekh,Low,Prevent,Good,FL_23|FL_17,27,Male,Asian/ Pacific Islander,79,72,1,1,Prevented,61,40,1,1,Prevented,1,1,1,1,1
R_6J1JlujZGWTOAGl,Low,Prevent,Good,FL_23|FL_17,77,Female,"White, not of Hispanic origin",81,61,1,1,Prevented,81,76,1,1,Prevented,1,1,1,1,1
R_BDQ6dMFbeBpre0x,Low,Prevent,Good,FL_23|FL_17,42,Female,"White, not of Hispanic origin",30,41,0,1,Mitigated,52,19,1,1,Mitigated,0,1,0,0,0
R_2Tz9dRefY6uiUyE,Low,Mitigate,Bad,FL_17|FL_23,26,Male,"White, not of Hispanic origin",83,5,1,1,Worst,93,95,1,0,Mitigated,1,0,0,1,0
R_1KrT4wpdFSwp3Md,Low,Mitigate,Good,FL_17|FL_23,46,Female,"White, not of Hispanic origin",77,46,0,1,Mitigated,100,91,0,1,Mitigated,0,0,0,1,1
R_3KPLj9iooxjpkph,Low,Mitigate,Bad,FL_23|FL_17,28,Female,"White, not of Hispanic origin",81,7,1,1,Worst,100,61,1,0,Worst,1,0,0,1,1
R_rqHbbKv7E88du1z,Low,Mitigate,Good,FL_17|FL_23,30,Female,"White, not of Hispanic origin",85,76,1,0,Mitigated,72,71,1,1,Mitigated,0,1,0,1,1
R_3iKjOAeQuNTP5Od,Low,Mitigate,Bad,FL_23|FL_17,30,Female,South Asian/ Indian,71,0,1,0,Worst,100,0,0,1,Worst,0,0,0,1,1
R_2fDTf8dOTvglOMU,Low,Mitigate,Good,FL_17|FL_23,37,Male,"White, not of Hispanic origin",71,41,1,0,Mitigated,91,69,1,1,Mitigated,0,1,0,1,1
R_8wZ3HDGvlJkmLVT,Low,Mitigate,Bad,FL_17|FL_23,36,Male,"White, not of Hispanic origin",100,50,0,1,Worst,72,51,0,1,Worst,0,0,0,1,1
R_pm8y5YEksDKXNPH,Low,Mitigate,Good,FL_23|FL_17,35,Male,"White, not of Hispanic origin",78,48,1,1,Mitigated,60,74,1,1,Mitigated,1,1,1,1,1
R_XvV5WE2Pbi7joOt,Low,Mitigate,Good,FL_17|FL_23,39,Female,"White, not of Hispanic origin",68,59,1,1,Mitigated,100,100,1,1,Mitigated,1,1,1,1,1
R_XBXI5YTYfiVArNT,Low,Mitigate,Bad,FL_17|FL_23,31,Female,Hispanic,49,28,1,1,Worst,53,39,1,0,Worst,1,0,0,1,1
R_vTYfQr5ZpQqfzah,Low,Mitigate,Bad,FL_17|FL_23,59,Female,"White, not of Hispanic origin",71,49,1,1,Worst,52,53,1,0,Worst,1,0,0,1,1
R_1mgfK7KTgQh5Jcq,Low,Mitigate,Bad,FL_17|FL_23,22,Male,"White, not of Hispanic origin",60,89,0,1,Worst,100,0,0,0,Mitigated,0,0,0,1,0
R_DksdFH9Tp3qexqh,Low,Mitigate,Good,FL_23|FL_17,20,Female,Asian/ Pacific Islander,41,54,0,0,Mitigated,5,50,1,1,Mitigated,0,1,0,1,1
R_2Xhqc2kYvk1s9HZ,Low,Mitigate,Bad,FL_23|FL_17,27,Nonbinary,Hispanic,67,50,1,1,Worst,72,60,1,1,Worst,1,1,1,1,1
R_1KewCqZFkKBbl5P,Low,Mitigate,Good,FL_17|FL_23,28,Female,"White, not of Hispanic origin",92,62,1,1,Mitigated,99,71,1,1,Mitigated,1,1,1,1,1
R_1K8cjUGA8hymptL,Low,Mitigate,Bad,FL_17|FL_23,25,Male,Hispanic,45,5,1,1,Worst,89,55,1,1,Worst,1,1,1,1,1
R_2dGPCF70JkVl44f,Low,Mitigate,Good,FL_23|FL_17,23,Female,"White, not of Hispanic origin",82,82,1,0,Prevented,70,66,0,0,Prevented,0,0,0,0,0
R_3lypJ13gOWFrfoT,Low,Mitigate,Bad,FL_17|FL_23,27,Female,"White, not of Hispanic origin",100,50,1,1,Worst,78,100,0,1,Worst,1,0,0,1,1
R_zTjBosTvHHEksKt,Low,Mitigate,Good,FL_23|FL_17,34,Male,"White, not of Hispanic origin",53,51,1,1,Mitigated,52,50,1,1,Mitigated,1,1,1,1,1
R_1dbJGKSW6CSYPQ2,Low,Mitigate,Good,FL_17|FL_23,60,Female,"White, not of Hispanic origin",44,66,1,1,Mitigated,29,30,1,1,Mitigated,1,1,1,1,1
R_3j7BJ4VBue69ap8,High,Mitigate,Bad,FL_17|FL_23,25,Female,"White, not of Hispanic origin,Hispanic",28,9,1,1,Worst,7,9,1,1,Worst,1,1,1,1,1
R_snXSYTKwBj33f57,Low,Mitigate,Good,FL_23|FL_17,21,Male,Black/ African American,79,61,0,1,Mitigated,69,51,1,1,Mitigated,0,1,0,1,1
R_RrbFol0KylQwFMd,Low,Mitigate,Good,FL_17|FL_23,29,Female,"White, not of Hispanic origin",92,51,1,1,Mitigated,100,82,1,1,Mitigated,1,1,1,1,1
R_2wjcNH3K1SWbckg,Low,Mitigate,Good,FL_17|FL_23,25,Female,"White, not of Hispanic origin",86,47,1,1,Mitigated,67,63,1,1,Mitigated,1,1,1,1,1
R_1Hitsmgc31S6TO0,Low,Mitigate,Bad,FL_23|FL_17,27,Female,"White, not of Hispanic origin",40,6,0,0,Worst,50,60,1,1,Mitigated,0,1,0,1,0
R_2YMwVvFLxxys1Mi,Low,Mitigate,Bad,FL_17|FL_23,40,Female,"White, not of Hispanic origin",94,57,1,1,Worst,90,76,1,1,Worst,1,1,1,1,1
R_Bsrzgpckg1wuJwd,High,Mitigate,Bad,FL_23|FL_17,37,Male,Black/ African American,50,30,1,1,Worst,60,50,1,1,Worst,1,1,1,1,1
R_ZvLkaUMnVH9HVkt,Low,Mitigate,Bad,FL_23|FL_17,29,Female,"White, not of Hispanic origin",61,55,1,1,Worst,86,65,1,1,Worst,1,1,1,1,1
R_1nO6cHCFwlxWPgR,High,Mitigate,Bad,FL_23|FL_17,30,Female,"White, not of Hispanic origin",41,12,1,1,Worst,41,40,1,1,Worst,1,1,1,1,1
R_2yduJhErupi8Tmh,Low,Mitigate,Good,FL_23|FL_17,47,Female,"White, not of Hispanic origin",56,65,0,0,Worst,75,60,1,1,Mitigated,0,1,0,0,1
R_1nP0cEQ5V1aHdsC,Low,Mitigate,Bad,FL_17|FL_23,27,Female,"White, not of Hispanic origin",88,67,1,1,Worst,48,55,0,0,Worst,1,0,0,1,1
R_e3uxir5k5hY35rb,Low,Mitigate,Bad,FL_23|FL_17,27,Female,"White, not of Hispanic origin",52,10,1,1,Worst,8,38,1,0,Worst,1,0,0,1,1
R_1H7SmbI9507AJ1F,Low,Mitigate,Good,FL_17|FL_23,27,Female,Hispanic,82,63,1,1,Mitigated,91,51,1,1,Mitigated,1,1,1,1,1
R_Q5HaaFr9sMENxmx,High,Mitigate,Bad,FL_23|FL_17,35,Male,"White, not of Hispanic origin",28,26,1,1,Worst,48,38,1,1,Worst,1,1,1,1,1
R_1KxprJxYPl9cvVS,Low,Mitigate,Good,FL_23|FL_17,24,Female,"Asian/ Pacific Islander,White, not of Hispanic origin",52,51,0,0,Prevented,81,62,0,1,Mitigated,0,0,0,0,1
R_3MMACXgaNUVFPvH,High,Mitigate,Bad,FL_23|FL_17,40,Male,"White, not of Hispanic origin",50,50,1,0,Worst,73,9,1,0,Mitigated,0,0,0,1,0
R_3mh2wBioBALm77a,High,Mitigate,Bad,FL_23|FL_17,24,Female,"White, not of Hispanic origin",51,9,1,1,Worst,70,29,1,1,Worst,1,1,1,1,1
R_r3mDwxwnVn9pv1f,Low,Mitigate,Bad,FL_23|FL_17,43,Male,"White, not of Hispanic origin",78,87,1,1,Mitigated,98,77,0,0,Mitigated,1,0,0,0,0
R_2f8ud3RLYWOAPFE,High,Mitigate,Bad,FL_17|FL_23,21,Female,Hispanic,50,0,1,1,Worst,10,9,1,1,Worst,1,1,1,1,1
R_OEadbW9QtxMXWtX,Low,Mitigate,Good,FL_23|FL_17,33,Female,"White, not of Hispanic origin",59,50,1,1,Mitigated,100,70,1,0,Mitigated,1,0,0,1,1
R_1yQophbQW9YVlEl,Low,Mitigate,Good,FL_17|FL_23,32,Male,"White, not of Hispanic origin",53,53,1,1,Mitigated,5,5,1,1,Mitigated,1,1,1,1,1
R_2CVAVbo432QN1Mt,High,Mitigate,Bad,FL_23|FL_17,20,Male,Asian/ Pacific Islander,66,26,1,0,Worst,27,65,1,1,Mitigated,0,1,0,1,0
R_C7TCg5VMu29TPr3,Low,Mitigate,Bad,FL_17|FL_23,36,Female,"White, not of Hispanic origin",74,16,1,1,Worst,44,52,1,0,Worst,1,0,0,1,1
R_2xDUMNLpRj6Nlm9,High,Mitigate,Bad,FL_23|FL_17,25,Female,Asian/ Pacific Islander,49,19,1,0,Worst,50,29,1,1,Worst,0,1,0,1,1
R_3rS6tMjoH76wPXD,Low,Mitigate,Bad,FL_17|FL_23,45,Male,"White, not of Hispanic origin",81,80,1,0,Mitigated,75,78,0,1,Mitigated,0,0,0,0,0
R_3M5WxFNKX5B48pN,Low,Mitigate,Bad,FL_23|FL_17,22,Nonbinary,"South Asian/ Indian,White, not of Hispanic origin",91,26,1,1,Worst,35,20,1,0,Worst,1,0,0,1,1
R_21vs7MTtS725yv9,Low,Mitigate,Good,FL_23|FL_17,33,Female,"White, not of Hispanic origin",71,39,1,0,Mitigated,46,44,1,1,Mitigated,0,1,0,1,1
R_2zcqa6LczLQjxcT,Low,Mitigate,Bad,FL_23|FL_17,31,Female,South Asian/ Indian,49,7,1,1,Worst,92,82,1,1,Worst,1,1,1,1,1
R_3kAJ2yCfd50Lruc,Low,Mitigate,Bad,FL_23|FL_17,24,Male,"White, not of Hispanic origin",60,50,1,0,Worst,81,9,1,1,Worst,0,1,0,1,1
R_2P4GycDSLbh46kc,Low,Mitigate,Good,FL_23|FL_17,38,Male,"White, not of Hispanic origin",49,50,1,1,Mitigated,61,50,1,1,Mitigated,1,1,1,1,1
R_D97h4dVNiHjSbWp,Low,Mitigate,Good,FL_17|FL_23,42,Female,"White, not of Hispanic origin",81,51,1,1,Mitigated,50,51,0,1,Mitigated,1,0,0,1,1
R_RfvM6n9UX7emCAh,Low,Mitigate,Good,FL_23|FL_17,24,Male,"White, not of Hispanic origin",60,50,1,1,Mitigated,100,100,0,1,Mitigated,1,0,0,1,1
R_1jenMWXJjxZjwUK,Low,Mitigate,Good,FL_17|FL_23,26,Female,"White, not of Hispanic origin",72,51,1,1,Mitigated,61,61,1,1,Mitigated,1,1,1,1,1
R_1q2miPGCpc5vCMc,High,Mitigate,Bad,FL_23|FL_17,27,Male,Asian/ Pacific Islander,50,50,1,1,Worst,87,8,1,1,Worst,1,1,1,1,1
R_2eVedVwegN2ZXZ6,High,Mitigate,Bad,FL_17|FL_23,19,Female,"White, not of Hispanic origin",28,8,1,1,Worst,65,9,1,1,Worst,1,1,1,1,1
R_w1MylJcqFgQxN0R,Low,Mitigate,Bad,FL_23|FL_17,45,Male,"White, not of Hispanic origin",76,68,1,0,Mitigated,73,81,0,0,Worst,0,0,0,0,1
R_8GIX5eVGeXrruVP,Low,Mitigate,Bad,FL_23|FL_17,46,Female,"White, not of Hispanic origin",73,77,0,0,Worst,64,65,1,0,Prevented,0,0,0,1,0
