ResponseId,Risk,Outcome,Causal,RandOrder,age,gender,race/eth,DamPre_1,DamPost_1,DRiskCheck,DOutcomeCheck,DCauseExploratory,FirePre_1,FirePost_1,FireRiskCheck,FireOutcomeCheck,FireCauseExp,DamGNG,FireGNG,OverallGNG,DamCauseMatch,FireCauseMatch,FireOutcome2
R_2eW2VTOkNvjiH7U,High,Bad,NC,FL_15,43,Male,Black/ African American,75,82,1,1,No,71,71,1,1,No,1,1,1,1,1,1
R_3lXjQtuXHtiQaab,Low,Good,NC,FL_9,40,Male,"White, not of Hispanic origin",71,53,1,1,Not sure,56,4,1,1,No,1,1,1,0,1,1
R_3CUkoDjyy68p3RY,Low,Good,NC,FL_9,60,Female,"White, not of Hispanic origin",100,100,0,1,No,100,100,0,1,Not sure,0,0,0,1,0,1
R_2VywwrkNQD5Mk8o,High,Good,Causal,FL_12,20,Male,"White, not of Hispanic origin",50,49,1,1,Yes,60,50,1,1,Yes,1,1,1,1,1,1
R_2zG5PXJfpZftmYX,Low,Bad,Causal,FL_10,28,Male,"White, not of Hispanic origin",36,19,1,1,Yes,82,48,1,1,No,1,1,1,1,0,1
R_yqKzQJmLZWG3wNb,High,Good,NC,FL_13,28,Male,"White, not of Hispanic origin",56,71,0,1,Yes,73,76,1,0,Not sure,0,0,0,0,0,0
R_1gu5Rwm7bhcYDk1,High,Good,NC,FL_13,39,Male,"White, not of Hispanic origin",24,87,1,1,Yes,72,51,1,0,Not sure,1,0,0,0,0,0
R_2WZPYjPPbNHk4y9,High,Bad,NC,FL_15,21,Male,"White, not of Hispanic origin",51,74,1,1,Yes,65,31,1,0,Yes,1,0,0,0,0,1
R_1dK6uslnwag8EVw,Low,Good,NC,FL_9,68,Female,"White, not of Hispanic origin",100,100,1,1,No,94,100,0,1,No,1,0,0,1,1,1
R_1GBOxssHsxLwtx6,Low,Bad,Causal,FL_10,32,Male,Asian/ Pacific Islander,100,98,1,1,Yes,78,50,1,1,No,1,1,1,1,0,1
R_1jjEZEdk6dr6a2T,Low,Bad,NC,FL_11,54,Female,"White, not of Hispanic origin",95,19,1,1,No,65,67,1,1,No,1,1,1,1,1,1
R_3eq1biwz5Sbr2Wl,High,Bad,NC,FL_15,24,Female,"Black/ African American,White, not of Hispanic origin",61,52,1,1,No,81,91,1,1,No,1,1,1,1,1,1
R_2RW9d0sMFzjFq4b,High,Bad,Causal,FL_14,24,Male,"White, not of Hispanic origin",39,38,1,1,No,53,55,1,1,Yes,1,1,1,0,1,1
R_bOSHHrs92rZoqOZ,Low,Bad,Causal,FL_10,68,Male,"White, not of Hispanic origin",62,29,1,1,No,77,75,1,1,Not sure,1,1,1,0,0,1
R_2RUt5oad9YZ5bnG,High,Bad,Causal,FL_14,42,Female,"White, not of Hispanic origin",81,62,0,1,Yes,100,100,1,1,No,0,1,0,1,0,1
R_3lXE482zS3q58yO,High,Good,NC,FL_13,44,Female,Other (please specify),72,51,0,1,No,91,92,1,0,No,0,0,0,1,1,0
R_eCYkjxUpMvSX5Sx,High,Bad,NC,FL_15,45,Male,Black/ African American,40,48,1,0,Not sure,70,20,0,1,No,0,0,0,0,1,1
R_2WJz20HDjxxR7nK,Low,Bad,NC,FL_11,65,Female,"White, not of Hispanic origin",71,49,1,1,No,93,71,1,1,No,1,1,1,1,1,1
R_3s7BGry8Nwo9pCH,High,Good,Causal,FL_12,24,Male,"White, not of Hispanic origin",51,51,1,1,Yes,71,56,1,1,Yes,1,1,1,1,1,1
R_3Ra67V4X0tERSCR,High,Good,NC,FL_13,28,Male,"White, not of Hispanic origin",42,39,1,1,Not sure,73,61,1,1,Not sure,1,1,1,0,0,1
R_9FBN4ZpZlxpplvP,Low,Good,Causal,FL_8,26,Female,Black/ African American,95,52,1,1,No,91,61,1,1,Not sure,1,1,1,0,0,1
R_3n7xsZp6vgua0e3,Low,Good,NC,FL_9,,,,72,90,1,1,No,75,61,1,1,No,1,1,1,1,1,1
R_2dxO2Rl5saU5WNf,Low,Bad,Causal,FL_10,24,Male,"White, not of Hispanic origin",71,19,1,1,Yes,92,61,1,1,Not sure,1,1,1,1,0,1
R_scbDj6D5bCQ6LK1,Low,Good,Causal,FL_8,64,Female,"White, not of Hispanic origin",51,51,1,1,Not sure,92,67,1,1,Yes,1,1,1,0,1,1
R_2VCMhM60k49oz9V,Low,Bad,NC,FL_11,51,Female,"White, not of Hispanic origin",93,81,1,1,Not sure,65,63,1,1,No,1,1,1,0,1,1
R_3CZ8BYBNy6VssQq,High,Good,Causal,FL_12,50,Female,"White, not of Hispanic origin",51,70,1,1,Yes,20,52,1,1,No,1,1,1,1,0,1
R_6MdvoyYPvOACnx7,High,Good,Causal,FL_12,53,Male,"White, not of Hispanic origin",81,50,1,1,Yes,61,71,1,1,Yes,1,1,1,1,1,1
R_8tPWwpgm1Egu8gx,High,Bad,Causal,FL_14,55,Female,"White, not of Hispanic origin",63,62,1,1,Not sure,81,51,1,1,No,1,1,1,0,0,1
R_3QW8ffFKew2DaEJ,Low,Good,NC,FL_9,52,Female,"White, not of Hispanic origin",71,70,1,1,Not sure,92,92,1,1,Not sure,1,1,1,0,0,1
R_3e4vbdqBuMwzFQU,High,Good,NC,FL_13,25,Male,"White, not of Hispanic origin,Hispanic",72,82,1,1,No,98,97,1,1,No,1,1,1,1,1,1
R_1mQvIOKWsQQZz5t,Low,Good,Causal,FL_8,23,Male,"White, not of Hispanic origin",91,22,1,1,Yes,57,59,1,1,Not sure,1,1,1,1,0,1
R_RDApny7Gdo4EWhH,Low,Bad,Causal,FL_10,29,Female,Black/ African American,61,40,0,1,Yes,100,56,0,1,Not sure,0,0,0,1,0,1
R_1P2e4Gwqe2d7V6I,High,Bad,Causal,FL_14,69,Female,"White, not of Hispanic origin",50,51,1,1,Not sure,72,86,1,1,No,1,1,1,0,0,1
R_eDKvd7rQeQGQ9hL,High,Bad,Causal,FL_14,74,Male,"White, not of Hispanic origin",53,52,1,1,Not sure,60,53,1,1,Yes,1,1,1,0,1,1
R_1DSzhsbQTj6xx2g,Low,Good,Causal,FL_8,62,Female,"White, not of Hispanic origin",51,51,1,1,Not sure,51,51,1,1,Not sure,1,1,1,0,0,1
R_28G8nZGM3THwzWA,Low,Bad,NC,FL_11,55,Male,"White, not of Hispanic origin",100,49,1,1,Not sure,80,100,1,1,Not sure,1,1,1,0,0,1
R_WorqeqzxChJWD85,High,Good,NC,FL_13,30,Nonbinary,Other (please specify),51,92,1,1,Not sure,0,0,1,1,No,1,1,1,0,1,1
R_3exmiMakCFQCsoo,High,Good,Causal,FL_12,57,Male,Black/ African American,50,50,1,1,Yes,61,62,1,1,Yes,1,1,1,1,1,1
R_3I9Kc8haletRibS,High,Bad,NC,FL_15,58,Male,"White, not of Hispanic origin",81,81,1,1,Not sure,20,30,1,1,No,1,1,1,0,1,1
R_pN6GZdu5D6yXsxX,High,Bad,NC,FL_15,62,Female,"White, not of Hispanic origin",61,46,1,1,No,50,44,1,1,No,1,1,1,1,1,1
R_1DYYcOyR7oVlVp8,Low,Good,NC,FL_9,61,Female,"White, not of Hispanic origin",92,94,1,1,No,71,70,1,1,No,1,1,1,1,1,1
R_30cJVOuuBfOJdBa,Low,Bad,Causal,FL_10,53,Male,"White, not of Hispanic origin",61,41,1,1,Yes,82,71,1,1,No,1,1,1,1,0,1
R_22rjTr7hWqLHc5i,Low,Bad,NC,FL_11,35,Female,Black/ African American,51,90,1,1,Yes,52,51,0,1,No,1,0,0,0,1,1
R_YX26BToUNqzPToJ,Low,Good,Causal,FL_8,60,Male,"White, not of Hispanic origin",95,50,1,1,Not sure,100,99,1,1,No,1,1,1,0,0,1
R_2c0jBoHLWJ3MgAH,High,Bad,Causal,FL_14,49,Female,Black/ African American,50,51,1,1,No,91,70,1,1,No,1,1,1,0,0,1
R_3O66D9egiwXmmBa,Low,Bad,NC,FL_11,30,Female,Other (please specify),89,100,1,1,No,12,80,0,1,No,1,0,0,1,1,1
R_T1mjx22ePdLtoAN,High,Good,NC,FL_13,50,Female,"White, not of Hispanic origin",70,51,1,1,No,71,92,1,1,No,1,1,1,1,1,1
R_efzG4raNNT3Wyjf,High,Good,Causal,FL_12,78,Male,"White, not of Hispanic origin",52,51,1,1,Yes,61,51,1,1,Not sure,1,1,1,1,0,1
R_OAKlIGvs3EoY9AR,Low,Good,Causal,FL_8,60,Male,"White, not of Hispanic origin",50,73,0,1,Yes,54,66,1,1,Yes,0,1,0,1,1,1
R_1qfc0rZTUkuHObE,High,Good,NC,FL_13,66,Male,"White, not of Hispanic origin",30,30,1,1,No,10,9,1,1,No,1,1,1,1,1,1
R_25yEdzWOaD52pcM,High,Bad,NC,FL_15,64,Female,"White, not of Hispanic origin",51,51,1,1,No,30,20,1,1,No,1,1,1,1,1,1
R_1kULzt91gXkrpN6,High,Good,Causal,FL_12,49,Male,"White, not of Hispanic origin",65,50,1,1,Yes,14,50,1,1,Yes,1,1,1,1,1,1
R_2zBlL4VRajNf5Qt,Low,Good,Causal,FL_8,61,Female,"White, not of Hispanic origin",100,39,1,1,No,71,72,1,1,Yes,1,1,1,0,1,1
R_1LtVYkUgY78ugPa,High,Bad,Causal,FL_14,34,Male,Black/ African American,56,19,1,1,No,91,61,1,1,No,1,1,1,0,0,1
R_30kPU70lvMtoaws,Low,Bad,NC,FL_11,60,Male,"White, not of Hispanic origin",51,50,1,1,No,65,66,1,1,No,1,1,1,1,1,1
R_eyRpkJun7KVXTKV,Low,Good,NC,FL_9,50,Female,"White, not of Hispanic origin",50,83,1,1,No,89,96,1,1,No,1,1,1,1,1,1
R_23aElaHyn7wOGH2,Low,Bad,Causal,FL_10,68,Male,"White, not of Hispanic origin",92,61,1,1,No,41,51,1,1,No,1,1,1,0,0,1
R_3KOppF9jgQgqE68,High,Good,NC,FL_13,60,Female,"White, not of Hispanic origin",60,50,1,1,No,50,49,1,1,Yes,1,1,1,1,0,1
R_pa8OjY4UzDTt0t3,High,Bad,Causal,FL_14,20,Female,Hispanic,51,51,1,1,Not sure,43,45,1,1,Yes,1,1,1,0,1,1
R_1Yoa4S9Qnv7eN7r,High,Bad,NC,FL_15,63,Male,"White, not of Hispanic origin",1,49,1,1,No,50,50,1,1,No,1,1,1,1,1,1
R_SIelsaKWo8vn1Sx,Low,Bad,Causal,FL_10,60,Female,"White, not of Hispanic origin",51,50,1,1,Yes,20,19,0,1,Yes,1,0,0,1,1,1
R_af7Har1MEod1Gx3,Low,Bad,Causal,FL_10,0,Female,"White, not of Hispanic origin",86,7,1,1,Yes,79,53,1,0,No,1,0,0,1,0,1
R_1KlLHgk0aOnh64R,High,Good,NC,FL_13,49,Male,"White, not of Hispanic origin",50,50,1,1,No,51,50,1,1,No,1,1,1,1,1,1
R_3Dda5s8lVKJVcm2,Low,Bad,Causal,FL_10,58,Female,"White, not of Hispanic origin",100,32,1,1,Yes,21,31,1,1,Yes,1,1,1,1,1,1
R_31otTUhrtNOZO3r,High,Bad,NC,FL_15,45,Female,Black/ African American,61,61,1,1,Yes,91,30,1,1,No,1,1,1,0,1,1
R_21sJvDBvToEJhAN,High,Bad,NC,FL_15,35,Female,Black/ African American,52,50,1,1,No,71,69,1,1,No,1,1,1,1,1,1
R_1IsaP3bQ0fMNfqr,Low,Bad,NC,FL_11,30,Female,Asian/ Pacific Islander,52,8,1,1,Not sure,100,69,0,1,No,1,0,0,0,1,1
R_6fp5ERmJXq5wyU9,High,Bad,Causal,FL_14,68,Male,"White, not of Hispanic origin",71,81,1,0,Yes,91,50,1,1,No,0,1,0,1,0,1
R_1fiViuPNPEvuLuA,Low,Good,NC,FL_9,84,Male,"White, not of Hispanic origin",51,25,1,1,Yes,67,82,1,1,Yes,1,1,1,0,0,1
R_3fw0GvgTFm6OaW6,Low,Good,Causal,FL_8,62,Female,"White, not of Hispanic origin",61,50,1,1,No,71,49,1,1,Not sure,1,1,1,0,0,1
R_1kNS7t0AhHA6HG0,Low,Good,NC,FL_9,63,Female,"White, not of Hispanic origin",85,94,1,1,No,69,78,1,1,No,1,1,1,1,1,1
R_12gveG2lwvbKXzD,Low,Bad,NC,FL_11,50,Male,"White, not of Hispanic origin",83,8,1,1,Yes,71,86,1,1,No,1,1,1,0,1,1
R_2D7Y0gmHuPQEmkW,High,Bad,Causal,FL_14,54,Male,"White, not of Hispanic origin",61,29,1,1,Not sure,86,51,1,1,Not sure,1,1,1,0,0,1
R_sBwNVd7jOQhTQnT,High,Good,NC,FL_13,72,Male,Hispanic,67,64,1,1,Not sure,63,61,1,1,Not sure,1,1,1,0,0,1
R_veoFAfa5tMBMQNP,Low,Good,Causal,FL_8,58,Male,"White, not of Hispanic origin",51,51,1,1,Yes,92,50,1,1,Not sure,1,1,1,1,0,1
R_20NxuLWTGeZrNJM,High,Good,Causal,FL_12,74,Male,"White, not of Hispanic origin",80,82,1,1,Yes,62,62,1,0,Not sure,1,0,0,1,0,0
R_3dJTXOLXIS8Px3r,High,Good,Causal,FL_12,57,Female,"White, not of Hispanic origin",50,50,1,1,Yes,71,60,1,1,Yes,1,1,1,1,1,1
R_3HtqEmGjiG4rozV,Low,Good,NC,FL_9,51,Male,"White, not of Hispanic origin",71,71,1,1,No,65,62,1,1,Not sure,1,1,1,1,0,1
R_3QLEskfOfRVTVF6,Low,Bad,Causal,FL_10,22,Female,Black/ African American,100,100,1,0,Yes,100,100,0,1,Not sure,0,0,0,1,0,1
R_7U4hgH8DXcedPLb,High,Good,NC,FL_13,26,Female,Black/ African American,93,100,1,1,Not sure,71,85,1,1,Yes,1,1,1,0,0,1
R_2dT7vgCgnhIBOAE,Low,Good,Causal,FL_8,59,Female,"White, not of Hispanic origin",81,71,1,1,Yes,82,50,1,1,No,1,1,1,1,0,1
R_UuT9OKIcL5GqVeV,High,Bad,Causal,FL_14,50,Female,Asian/ Pacific Islander,61,10,1,1,Not sure,29,14,1,1,No,1,1,1,0,0,1
R_2Qm6C1czplJdtFw,Low,Bad,NC,FL_11,55,Female,"White, not of Hispanic origin",71,52,1,1,Not sure,51,51,1,1,No,1,1,1,0,1,1
R_22RJLdlpL1cXAHo,Low,Bad,NC,FL_11,58,Female,"White, not of Hispanic origin",100,1,1,1,No,100,100,1,1,No,1,1,1,1,1,1
R_5iMe0ZwYSmZ0R8t,High,Good,Causal,FL_12,43,Female,Black/ African American,44,55,0,1,Yes,36,85,1,0,Not sure,0,0,0,1,0,0
R_Doa29I3WY4P71kt,High,Bad,NC,FL_15,40,Female,"Asian/ Pacific Islander,White, not of Hispanic origin",51,32,1,1,Not sure,61,52,1,1,No,1,1,1,0,1,1
R_2U0cPvvH8pLZfPk,High,Bad,NC,FL_15,30,Male,Black/ African American,47,48,1,0,Yes,47,53,1,1,Yes,0,1,0,0,0,1
R_30kLCVBk9QoR8Tg,High,Bad,Causal,FL_14,64,Nonbinary,"White, not of Hispanic origin",51,30,1,1,Not sure,50,50,1,1,No,1,1,1,0,0,1
R_2ZBoh0zU65kOB7j,Low,Bad,Causal,FL_10,54,Male,"White, not of Hispanic origin",51,85,1,1,Yes,71,25,1,1,Not sure,1,1,1,1,0,1
R_2e2vkB4QvZBXrdp,High,Good,Causal,FL_12,60,Male,"White, not of Hispanic origin",52,54,1,1,Yes,51,50,1,0,Yes,1,0,0,1,1,0
R_3h49a9Y3WrRiwax,Low,Bad,NC,FL_11,49,Male,"White, not of Hispanic origin",49,20,1,1,No,53,47,1,1,Not sure,1,1,1,1,0,1
R_3dEAfbtFYEScd57,Low,Good,Causal,FL_8,59,Female,"White, not of Hispanic origin",72,51,1,1,Not sure,50,50,1,1,Yes,1,1,1,0,1,1
R_1QMARvcToBTnNWS,High,Bad,NC,FL_15,50,Female,Hispanic,51,50,1,0,No,91,100,1,1,Not sure,0,1,0,1,0,1
R_2azAoMHsCH5TlgC,High,Good,NC,FL_13,59,Male,"White, not of Hispanic origin",67,66,1,1,No,51,51,1,1,Not sure,1,1,1,1,0,1
R_2bT4a5ue1LiGTxx,Low,Good,NC,FL_9,62,Male,"White, not of Hispanic origin",0,1,1,1,Not sure,0,0,1,1,Not sure,1,1,1,0,0,1
R_XNfiza3bjmvHiRX,High,Good,NC,FL_13,58,Male,"White, not of Hispanic origin",50,82,1,1,No,71,71,1,1,No,1,1,1,1,1,1
R_3qk6VJnovpQKvmk,Low,Bad,Causal,FL_10,62,Male,"White, not of Hispanic origin",96,50,1,1,Not sure,50,51,1,1,No,1,1,1,0,0,1
R_30eMPwzSS7y3h90,High,Good,NC,FL_13,69,Male,"White, not of Hispanic origin",51,79,1,1,No,71,71,1,1,Not sure,1,1,1,1,0,1
R_30jDormTwu3VMUu,Low,Good,NC,FL_9,63,Male,"White, not of Hispanic origin",71,49,1,1,Yes,40,52,1,1,No,1,1,1,0,1,1
R_vVVRXpzyxGWzfzP,Low,Good,Causal,FL_8,64,Female,"White, not of Hispanic origin",100,51,1,1,No,82,81,0,1,No,1,0,0,0,0,1
R_T0XGJ1K7Rra7UfD,Low,Good,NC,FL_9,66,Female,"White, not of Hispanic origin",51,51,1,1,No,28,82,1,1,No,1,1,1,1,1,1
R_UEJTgzpMG8QE8o1,Low,Good,NC,FL_9,62,Male,Asian/ Pacific Islander,75,91,1,1,No,91,95,1,1,No,1,1,1,1,1,1
R_2CymJgLQKGrrAyt,High,Bad,Causal,FL_14,70,Female,"White, not of Hispanic origin",58,61,1,1,Not sure,87,60,1,1,No,1,1,1,0,0,1
R_2wThijfN56x6vyM,High,Good,Causal,FL_12,61,Male,"Asian/ Pacific Islander,White, not of Hispanic origin",77,76,1,1,Yes,67,71,1,0,Yes,1,0,0,1,1,0
R_12gxUT1MVBuk9OY,High,Good,Causal,FL_12,35,Female,Black/ African American,50,49,1,1,Yes,78,51,1,0,Yes,1,0,0,1,1,0
R_2AFpIZ3OoOvuJd4,Low,Bad,Causal,FL_10,59,Male,"White, not of Hispanic origin",85,96,1,1,Yes,42,50,1,1,No,1,1,1,1,0,1
R_yOziX8oZy7dhFyF,High,Bad,NC,FL_15,66,Female,"White, not of Hispanic origin",61,37,1,1,No,82,79,1,1,No,1,1,1,1,1,1
R_3OoGusnWpkyjQBR,Low,Bad,Causal,FL_10,39,Female,Black/ African American,32,32,0,1,No,31,16,0,1,No,0,0,0,0,0,1
R_3L8ab6jtwyXZqlN,High,Bad,Causal,FL_14,49,Female,Black/ African American,51,49,1,1,No,89,46,1,0,Not sure,1,0,0,0,0,1
R_pyBKU0P0udVy3Fn,Low,Bad,NC,FL_11,52,Female,"White, not of Hispanic origin",92,91,1,1,Yes,71,70,1,1,No,1,1,1,0,1,1
R_3L76FXqvYYivr1n,Low,Good,Causal,FL_8,45,Female,Asian/ Pacific Islander,40,50,1,1,Yes,40,50,1,1,Yes,1,1,1,1,1,1
R_DDcFl2BoL2JfRQJ,High,Bad,NC,FL_15,43,Male,Black/ African American,62,71,0,0,No,50,50,1,0,No,0,0,0,1,1,1
R_0cAiPFarRRDE4p3,Low,Bad,NC,FL_11,56,Female,"White, not of Hispanic origin",76,50,1,1,Not sure,51,51,1,1,Not sure,1,1,1,0,0,1
R_24HPj57HKa8ZVR0,High,Good,NC,FL_13,65,Female,"White, not of Hispanic origin",62,71,1,1,Not sure,70,51,1,1,Yes,1,1,1,0,0,1
R_2cbzyrS7FIYNvJf,Low,Bad,Causal,FL_10,64,Female,"White, not of Hispanic origin",72,81,1,1,Yes,70,50,1,1,No,1,1,1,1,0,1
R_xhB5tMxC8ZbxGIp,Low,Good,Causal,FL_8,66,Male,"White, not of Hispanic origin",50,50,1,1,Yes,81,61,1,1,No,1,1,1,1,0,1
R_3J3jYVSADwf0Gl7,Low,Good,Causal,FL_8,66,Male,"White, not of Hispanic origin",50,54,1,1,Yes,69,62,1,1,No,1,1,1,1,0,1
R_PNJqKu9kFlnPVkZ,High,Bad,Causal,FL_14,71,Female,"White, not of Hispanic origin",61,10,1,1,Not sure,61,72,1,1,Yes,1,1,1,0,1,1
R_3RsJEoPMv4eE9fh,High,Bad,NC,FL_15,66,Male,"White, not of Hispanic origin",50,38,1,1,No,58,86,1,1,No,1,1,1,1,1,1
R_22zf7PawtBa60WM,High,Good,Causal,FL_12,42,Female,"White, not of Hispanic origin",50,51,1,1,Yes,51,50,1,0,Yes,1,0,0,1,1,0
R_2OJT36D12z9TjTB,Low,Good,NC,FL_9,63,Male,"White, not of Hispanic origin",86,88,1,1,No,71,85,1,1,No,1,1,1,1,1,1
R_21p0f0urpumOBfJ,High,Good,Causal,FL_12,60,Female,"White, not of Hispanic origin",52,52,1,1,Yes,35,45,1,0,Yes,1,0,0,1,1,0
R_1jJrQNuaCCnMJLz,High,Bad,NC,FL_15,66,Male,"White, not of Hispanic origin",71,71,1,0,No,71,71,1,0,No,0,0,0,1,1,1
R_2t04GKeV1xbVgVF,Low,Bad,NC,FL_11,63,Male,"White, not of Hispanic origin",49,19,1,1,Yes,95,92,1,0,Not sure,1,0,0,0,0,1
R_1ewrhUW18AEw8wl,Low,Good,NC,FL_9,69,Male,"White, not of Hispanic origin",82,87,1,1,Not sure,96,96,1,1,Yes,1,1,1,0,0,1
R_DvOxyr0WdhMNz1f,High,Good,Causal,FL_12,62,Female,Black/ African American,67,60,1,1,Yes,29,37,1,1,No,1,1,1,1,0,1
R_3P75TnNmHjxSWsC,Low,Good,NC,FL_9,59,Female,Black/ African American,56,56,1,1,Yes,34,35,0,0,Yes,1,0,0,0,0,0
R_1rdIVfGHTUBc8sH,High,Good,NC,FL_13,63,Female,"White, not of Hispanic origin",50,50,1,1,No,40,51,1,1,No,1,1,1,1,1,1
R_2R9fyphZxL4lpH6,Low,Bad,Causal,FL_10,67,Female,"White, not of Hispanic origin",82,10,0,1,Yes,51,51,1,1,No,0,1,0,1,0,1
R_6Mc8ilnKqozAR8t,High,Bad,NC,FL_15,53,Male,Black/ African American,95,49,1,0,Yes,48,29,1,0,Not sure,0,0,0,0,0,1
R_1eOvMtXMzT06wbn,Low,Bad,NC,FL_11,71,Female,"White, not of Hispanic origin",26,51,1,0,Not sure,1,10,1,0,Not sure,0,0,0,0,0,1
R_uq6D7XYndyM3CyR,High,Good,NC,FL_13,67,Female,"White, not of Hispanic origin",51,50,1,1,No,51,50,1,1,No,1,1,1,1,1,1
R_2wn0FFvIBLnxbB7,High,Bad,Causal,FL_14,59,Male,"White, not of Hispanic origin",51,51,1,1,No,9,4,1,1,No,1,1,1,0,0,1
R_3QQ9gDbxsDuyjSx,Low,Bad,NC,FL_11,60,Male,American Indian/ Alaska Native,100,48,1,1,No,0,100,1,0,No,1,0,0,1,1,1
R_2Vsj6fLC7La6EQT,Low,Good,NC,FL_9,49,Female,Black/ African American,19,51,1,1,No,29,20,0,1,Yes,1,0,0,1,0,1
R_31iNuVReHhcU9ib,High,Good,Causal,FL_12,60,Female,"White, not of Hispanic origin",51,73,1,1,Not sure,71,80,1,0,Yes,1,0,0,0,1,0
R_1f32Epqp6Qr42TA,High,Bad,Causal,FL_14,63,Female,"White, not of Hispanic origin",61,50,1,1,Yes,76,77,1,1,No,1,1,1,1,0,1
R_xmUqNz7syzSq0QF,Low,Good,Causal,FL_8,61,Female,"White, not of Hispanic origin",100,51,1,0,Yes,30,40,1,1,No,0,1,0,1,0,1
R_2akmtNCt2ZoMaS2,Low,Bad,Causal,FL_10,73,Female,Black/ African American,81,8,0,1,Yes,9,9,1,1,Not sure,0,1,0,1,0,1
R_PHRTQMoKp0iz68x,High,Good,Causal,FL_12,76,Female,Black/ African American,61,71,1,1,Yes,20,28,1,1,Yes,1,1,1,1,1,1
R_1YSJaBN1zvekUwN,High,Good,NC,FL_13,49,Female,Black/ African American,51,62,1,1,No,71,83,1,1,No,1,1,1,1,1,1
R_3M43WZqyV1W1X0r,High,Bad,Causal,FL_14,64,Male,"White, not of Hispanic origin",40,19,1,1,No,76,61,1,1,No,1,1,1,0,0,1
R_9WXYEXBxTaMpLah,High,Bad,NC,FL_15,62,Female,"White, not of Hispanic origin,Hispanic",50,40,1,1,Yes,29,30,1,1,No,1,1,1,0,1,1
R_1OCZdqYnZBeIyTb,Low,Good,NC,FL_9,55,Male,"White, not of Hispanic origin",100,100,1,1,No,83,73,1,1,No,1,1,1,1,1,1
R_1DwqEKdZxxk9LUt,Low,Bad,Causal,FL_10,62,Female,"White, not of Hispanic origin",71,60,1,1,Not sure,18,12,0,1,No,1,0,0,0,0,1
R_26etjLY2wdEZqwY,Low,Good,Causal,FL_8,51,Male,South Asian/ Indian,71,76,1,1,No,71,82,1,1,Yes,1,1,1,0,1,1
R_2WDvcUtNv6xOLne,Low,Bad,NC,FL_11,49,Female,Asian/ Pacific Islander,60,41,1,1,No,62,51,1,1,Yes,1,1,1,1,0,1
R_3scTDXXkIJgecC0,Low,Good,Causal,FL_8,33,Male,Black/ African American,45,50,0,0,No,86,60,1,1,No,0,1,0,0,0,1
R_2dGwoy21pEL65rt,High,Bad,Causal,FL_14,55,Male,"American Indian/ Alaska Native,Asian/ Pacific Islander,Black/ African American,South Asian/ Indian,White, not of Hispanic origin",52,52,1,1,No,38,8,1,1,No,1,1,1,0,0,1
R_3L7sUC8mbUQV7nI,Low,Bad,NC,FL_11,66,Female,Black/ African American,61,30,1,1,Yes,82,32,1,1,No,1,1,1,0,1,1
R_0kP6QsyP33HWKVH,High,Good,Causal,FL_12,67,Female,Black/ African American,6,50,0,1,Not sure,90,82,1,0,Yes,0,0,0,0,1,0
R_28Pa9EmFQYD3fop,High,Good,NC,FL_13,44,Male,Hispanic,29,50,1,1,No,81,92,1,1,No,1,1,1,1,1,1
R_2DLYGAU0E8W7Idu,High,Bad,NC,FL_15,62,Female,Black/ African American,54,6,1,1,No,100,8,1,1,Not sure,1,1,1,1,0,1
R_Xj5wkAfLKqq9DYR,Low,Bad,Causal,FL_10,62,Male,Black/ African American,100,100,1,1,Yes,5,100,0,1,Yes,1,0,0,1,1,1
R_3qDOTcnJMTXPh8S,Low,Good,NC,FL_9,60,Female,Asian/ Pacific Islander,81,91,1,1,No,39,50,1,1,Not sure,1,1,1,1,0,1
R_1B1afMmHXtqToLD,High,Bad,NC,FL_15,74,Male,Black/ African American,40,8,1,1,No,30,19,1,1,No,1,1,1,1,1,1
R_3eh1idl2WDbLYCG,Low,Good,Causal,FL_8,61,Male,Black/ African American,51,51,1,1,Yes,50,51,0,1,No,1,0,0,1,0,1
R_3EuQ5eddVZpRWIa,Low,Bad,Causal,FL_10,59,Male,"American Indian/ Alaska Native,Black/ African American",53,15,1,1,Yes,72,49,1,1,No,1,1,1,1,0,1
R_2R9XVjwNBEJmHwB,Low,Bad,NC,FL_11,74,Male,Black/ African American,91,71,1,1,Yes,92,91,1,1,No,1,1,1,0,1,1
R_3fSLyaWyvcTotFv,Low,Bad,Causal,FL_10,31,Female,"White, not of Hispanic origin,Hispanic",100,50,1,1,Yes,98,48,1,1,Yes,1,1,1,1,1,1
R_sjIhvAuM8daL3od,Low,Good,Causal,FL_8,24,Female,"White, not of Hispanic origin",81,61,1,1,No,100,81,1,1,No,1,1,1,0,0,1
R_2OJCVIlqCkk8h1N,Low,Bad,Causal,FL_10,20,Male,Asian/ Pacific Islander,70,50,1,0,Yes,49,50,1,0,Yes,0,0,0,1,1,1
R_2ASw9vrhG3ykTYT,Low,Good,Causal,FL_8,27,Female,"White, not of Hispanic origin",86,51,1,1,No,71,50,1,1,No,1,1,1,0,0,1
R_3D62qovGLlMLc9N,High,Good,Causal,FL_12,25,Female,"White, not of Hispanic origin",81,52,1,1,Yes,70,81,1,1,Yes,1,1,1,1,1,1
R_1DqnHdsNJxIdTAL,Low,Bad,Causal,FL_10,21,Female,Hispanic,83,60,0,1,Yes,67,56,1,0,Yes,0,0,0,1,1,1
